state,district,period,enrolment_count
Andhra Pradesh,Warangal,2025-04,32
Andhra Pradesh,Warangal,2025-05,10
Andhra Pradesh,Warangal,2025-06,13
Andhra Pradesh,Warangal,2025-07,2
Andhra Pradesh,Warangal,2025-08,18
Andhra Pradesh,Warangal,2025-09,31
Andhra Pradesh,Warangal,2025-10,27
Andhra Pradesh,Warangal,2025-11,21
Andhra Pradesh,Warangal,2025-12,26
Andhra Pradesh,Warangal,NaT,314
Andhra Pradesh,West Godavari,2025-01,116
Andhra Pradesh,West Godavari,2025-02,113
Andhra Pradesh,West Godavari,2025-03,110
Andhra Pradesh,West Godavari,2025-04,86
Andhra Pradesh,West Godavari,2025-05,28
Andhra Pradesh,West Godavari,2025-06,91
Andhra Pradesh,West Godavari,2025-07,5
Andhra Pradesh,West Godavari,2025-08,101
Andhra Pradesh,West Godavari,2025-09,144
Andhra Pradesh,West Godavari,2025-10,85
Andhra Pradesh,West Godavari,2025-11,88
Andhra Pradesh,West Godavari,2025-12,97
Andhra Pradesh,West Godavari,NaT,1683
Andhra Pradesh,Y. S. R,2025-01,19
Andhra Pradesh,Y. S. R,2025-02,13
Andhra Pradesh,Y. S. R,2025-03,8
Andhra Pradesh,Y. S. R,2025-04,9
Andhra Pradesh,Y. S. R,2025-05,8
Andhra Pradesh,Y. S. R,2025-06,20
Andhra Pradesh,Y. S. R,2025-07,3
Andhra Pradesh,Y. S. R,2025-08,10
Andhra Pradesh,Y. S. R,2025-09,13
Andhra Pradesh,Y. S. R,2025-10,10
Andhra Pradesh,Y. S. R,2025-11,9
Andhra Pradesh,Y. S. R,2025-12,14
Andhra Pradesh,Y. S. R,NaT,205
Arunachal Pradesh,Anjaw,2025-01,2
Arunachal Pradesh,Anjaw,2025-03,4
Arunachal Pradesh,Anjaw,2025-05,3
Arunachal Pradesh,Anjaw,2025-08,3
Arunachal Pradesh,Anjaw,2025-11,2
Arunachal Pradesh,Anjaw,NaT,9
Arunachal Pradesh,Changlang,2025-01,29
Arunachal Pradesh,Changlang,2025-02,40
Arunachal Pradesh,Changlang,2025-03,40
Arunachal Pradesh,Changlang,2025-04,43
Arunachal Pradesh,Changlang,2025-05,23
Arunachal Pradesh,Changlang,2025-06,33
Arunachal Pradesh,Changlang,2025-07,19
Arunachal Pradesh,Changlang,2025-08,26
Arunachal Pradesh,Changlang,2025-09,40
Arunachal Pradesh,Changlang,2025-10,2
Arunachal Pradesh,Changlang,2025-11,23
Arunachal Pradesh,Changlang,2025-12,10
Arunachal Pradesh,Changlang,NaT,263
Arunachal Pradesh,Dibang Valley,2025-08,2
Arunachal Pradesh,Dibang Valley,NaT,5
Arunachal Pradesh,East Kameng,2025-01,3
Arunachal Pradesh,East Kameng,2025-02,4
Arunachal Pradesh,East Kameng,2025-03,2
Arunachal Pradesh,East Kameng,2025-04,14
Arunachal Pradesh,East Kameng,2025-05,5
Arunachal Pradesh,East Kameng,2025-06,5
Arunachal Pradesh,East Kameng,2025-07,3
Arunachal Pradesh,East Kameng,2025-08,1
Arunachal Pradesh,East Kameng,2025-09,3
Arunachal Pradesh,East Kameng,2025-10,1
Arunachal Pradesh,East Kameng,2025-12,2
Arunachal Pradesh,East Kameng,NaT,62
Arunachal Pradesh,East Siang,2025-01,1
Arunachal Pradesh,East Siang,2025-02,7
Arunachal Pradesh,East Siang,2025-03,1
Arunachal Pradesh,East Siang,2025-04,3
Arunachal Pradesh,East Siang,2025-05,5
Arunachal Pradesh,East Siang,2025-06,2
Arunachal Pradesh,East Siang,2025-08,2
Arunachal Pradesh,East Siang,2025-09,6
Arunachal Pradesh,East Siang,2025-10,3
Arunachal Pradesh,East Siang,2025-11,2
Arunachal Pradesh,East Siang,2025-12,1
Arunachal Pradesh,East Siang,NaT,43
Arunachal Pradesh,Kamle,2025-02,4
Arunachal Pradesh,Kamle,2025-03,1
Arunachal Pradesh,Kamle,2025-04,7
Arunachal Pradesh,Kamle,2025-05,1
Arunachal Pradesh,Kamle,2025-08,1
Arunachal Pradesh,Kamle,NaT,7
Arunachal Pradesh,Kra Daadi,2025-01,5
Arunachal Pradesh,Kra Daadi,2025-02,2
Arunachal Pradesh,Kra Daadi,2025-03,1
Arunachal Pradesh,Kra Daadi,2025-04,3
Arunachal Pradesh,Kra Daadi,2025-08,2
Arunachal Pradesh,Kra Daadi,2025-10,3
Arunachal Pradesh,Kra Daadi,NaT,31
Arunachal Pradesh,Kurung Kumey,2025-01,3
Arunachal Pradesh,Kurung Kumey,2025-02,2
Arunachal Pradesh,Kurung Kumey,2025-04,1
Arunachal Pradesh,Kurung Kumey,2025-05,1
Arunachal Pradesh,Kurung Kumey,2025-08,2
Arunachal Pradesh,Kurung Kumey,2025-11,1
Arunachal Pradesh,Kurung Kumey,2025-12,1
Arunachal Pradesh,Kurung Kumey,NaT,25
Arunachal Pradesh,Leparada,2025-09,1
Arunachal Pradesh,Lohit,2025-01,2
Arunachal Pradesh,Lohit,2025-02,8
Arunachal Pradesh,Lohit,2025-03,1
Arunachal Pradesh,Lohit,2025-04,1
Arunachal Pradesh,Lohit,2025-05,2
Arunachal Pradesh,Lohit,2025-08,8
Arunachal Pradesh,Lohit,2025-09,2
Arunachal Pradesh,Lohit,2025-10,2
Arunachal Pradesh,Lohit,2025-11,2
Arunachal Pradesh,Lohit,2025-12,5
Arunachal Pradesh,Lohit,NaT,36
Arunachal Pradesh,Longding,2025-01,427
Arunachal Pradesh,Longding,2025-02,15
Arunachal Pradesh,Longding,2025-03,10
Arunachal Pradesh,Longding,2025-04,10
Arunachal Pradesh,Longding,2025-05,3
Arunachal Pradesh,Longding,2025-06,4
Arunachal Pradesh,Longding,2025-07,29
Arunachal Pradesh,Longding,2025-08,23
Arunachal Pradesh,Longding,2025-09,19
Arunachal Pradesh,Longding,2025-10,21
Arunachal Pradesh,Longding,2025-11,16
Arunachal Pradesh,Longding,2025-12,10
Arunachal Pradesh,Longding,NaT,207
Arunachal Pradesh,Lower Dibang Valley,2025-01,1
Arunachal Pradesh,Lower Dibang Valley,2025-04,1
Arunachal Pradesh,Lower Dibang Valley,2025-08,4
Arunachal Pradesh,Lower Dibang Valley,2025-09,3
Arunachal Pradesh,Lower Dibang Valley,2025-10,5
Arunachal Pradesh,Lower Dibang Valley,2025-11,2
Arunachal Pradesh,Lower Dibang Valley,2025-12,4
Arunachal Pradesh,Lower Dibang Valley,NaT,42
Arunachal Pradesh,Lower Siang,2025-03,1
Arunachal Pradesh,Lower Siang,2025-04,3
Arunachal Pradesh,Lower Siang,2025-06,1
Arunachal Pradesh,Lower Siang,2025-08,1
Arunachal Pradesh,Lower Siang,2025-09,2
Arunachal Pradesh,Lower Siang,2025-10,1
Arunachal Pradesh,Lower Siang,NaT,6
Arunachal Pradesh,Lower Subansiri,2025-01,5
Arunachal Pradesh,Lower Subansiri,2025-02,2
Arunachal Pradesh,Lower Subansiri,2025-03,5
Arunachal Pradesh,Lower Subansiri,2025-04,4
Arunachal Pradesh,Lower Subansiri,2025-05,1
Arunachal Pradesh,Lower Subansiri,2025-08,1
Arunachal Pradesh,Lower Subansiri,2025-09,3
Arunachal Pradesh,Lower Subansiri,2025-10,2
Arunachal Pradesh,Lower Subansiri,2025-11,2
Arunachal Pradesh,Lower Subansiri,2025-12,1
Arunachal Pradesh,Lower Subansiri,NaT,33
Arunachal Pradesh,Namsai,2025-01,1
Arunachal Pradesh,Namsai,2025-02,5
Arunachal Pradesh,Namsai,2025-03,7
Arunachal Pradesh,Namsai,2025-04,1
Arunachal Pradesh,Namsai,2025-05,1
Arunachal Pradesh,Namsai,2025-06,3
Arunachal Pradesh,Namsai,2025-08,10
Arunachal Pradesh,Namsai,2025-09,6
Arunachal Pradesh,Namsai,2025-10,2
Arunachal Pradesh,Namsai,2025-11,1
Arunachal Pradesh,Namsai,2025-12,4
Arunachal Pradesh,Namsai,NaT,50
Arunachal Pradesh,Pakke Kessang,NaT,3
Arunachal Pradesh,Papum Pare,2025-01,9
Arunachal Pradesh,Papum Pare,2025-02,15
Arunachal Pradesh,Papum Pare,2025-03,4
Arunachal Pradesh,Papum Pare,2025-04,4
Arunachal Pradesh,Papum Pare,2025-05,6
Arunachal Pradesh,Papum Pare,2025-06,5
Arunachal Pradesh,Papum Pare,2025-07,1
Arunachal Pradesh,Papum Pare,2025-08,8
Arunachal Pradesh,Papum Pare,2025-09,7
Arunachal Pradesh,Papum Pare,2025-10,13
Arunachal Pradesh,Papum Pare,2025-11,9
Arunachal Pradesh,Papum Pare,2025-12,11
Arunachal Pradesh,Papum Pare,NaT,152
Arunachal Pradesh,Shi-Yomi,2025-03,3
Arunachal Pradesh,Shi-Yomi,2025-08,1
Arunachal Pradesh,Shi-Yomi,2025-10,1
Arunachal Pradesh,Shi-Yomi,NaT,2
Arunachal Pradesh,Siang,2025-02,1
Arunachal Pradesh,Siang,2025-03,3
Arunachal Pradesh,Siang,2025-04,2
Arunachal Pradesh,Siang,2025-08,4
Arunachal Pradesh,Siang,2025-11,3
Arunachal Pradesh,Siang,2025-12,3
Arunachal Pradesh,Siang,NaT,68
Arunachal Pradesh,Tawang,2025-01,4
Arunachal Pradesh,Tawang,2025-02,2
Arunachal Pradesh,Tawang,2025-03,2
Arunachal Pradesh,Tawang,2025-05,6
Arunachal Pradesh,Tawang,2025-08,1
Arunachal Pradesh,Tawang,2025-09,3
Arunachal Pradesh,Tawang,2025-11,6
Arunachal Pradesh,Tawang,NaT,65
Arunachal Pradesh,Tirap,2025-02,1
Arunachal Pradesh,Tirap,2025-03,3
Arunachal Pradesh,Tirap,2025-04,1
Arunachal Pradesh,Tirap,2025-09,6
Arunachal Pradesh,Tirap,2025-10,3
Arunachal Pradesh,Tirap,2025-11,2
Arunachal Pradesh,Tirap,2025-12,1
Arunachal Pradesh,Tirap,NaT,23
Arunachal Pradesh,Upper Siang,2025-01,1
Arunachal Pradesh,Upper Siang,2025-02,1
Arunachal Pradesh,Upper Siang,2025-06,1
Arunachal Pradesh,Upper Siang,2025-08,1
Arunachal Pradesh,Upper Siang,2025-09,1
Arunachal Pradesh,Upper Siang,2025-10,5
Arunachal Pradesh,Upper Siang,2025-12,1
Arunachal Pradesh,Upper Siang,NaT,14
Arunachal Pradesh,Upper Subansiri,2025-01,8
Arunachal Pradesh,Upper Subansiri,2025-02,2
Arunachal Pradesh,Upper Subansiri,2025-03,2
Arunachal Pradesh,Upper Subansiri,2025-05,2
Arunachal Pradesh,Upper Subansiri,2025-07,1
Arunachal Pradesh,Upper Subansiri,2025-08,3
Arunachal Pradesh,Upper Subansiri,2025-09,3
Arunachal Pradesh,Upper Subansiri,2025-10,5
Arunachal Pradesh,Upper Subansiri,2025-11,3
Arunachal Pradesh,Upper Subansiri,2025-12,1
Arunachal Pradesh,Upper Subansiri,NaT,47
Arunachal Pradesh,West Kameng,2025-01,90
Arunachal Pradesh,West Kameng,2025-02,5
Arunachal Pradesh,West Kameng,2025-03,2
Arunachal Pradesh,West Kameng,2025-04,6
Arunachal Pradesh,West Kameng,2025-05,6
Arunachal Pradesh,West Kameng,2025-06,1
Arunachal Pradesh,West Kameng,2025-07,5
Arunachal Pradesh,West Kameng,2025-09,6
Arunachal Pradesh,West Kameng,2025-10,3
Arunachal Pradesh,West Kameng,2025-11,1
Arunachal Pradesh,West Kameng,2025-12,6
Arunachal Pradesh,West Kameng,NaT,68
Arunachal Pradesh,West Siang,2025-01,11
Arunachal Pradesh,West Siang,2025-02,6
Arunachal Pradesh,West Siang,2025-03,2
Arunachal Pradesh,West Siang,2025-04,5
Arunachal Pradesh,West Siang,2025-05,4
Arunachal Pradesh,West Siang,2025-06,3
Arunachal Pradesh,West Siang,2025-08,4
Arunachal Pradesh,West Siang,2025-09,6
Arunachal Pradesh,West Siang,2025-10,1
Arunachal Pradesh,West Siang,2025-11,2
Arunachal Pradesh,West Siang,2025-12,4
Arunachal Pradesh,West Siang,NaT,63
Assam,Bajali,2025-01,3
Assam,Bajali,2025-02,1
Assam,Bajali,2025-08,1
Assam,Bajali,2025-10,1
Assam,Bajali,2025-12,3
Assam,Bajali,NaT,5
Assam,Baksa,2025-01,1467
Assam,Baksa,2025-02,76
Assam,Baksa,2025-03,46
Assam,Baksa,2025-04,47
Assam,Baksa,2025-05,25
Assam,Baksa,2025-06,35
Assam,Baksa,2025-07,16
Assam,Baksa,2025-08,43
Assam,Baksa,2025-09,51
Assam,Baksa,2025-10,36
Assam,Baksa,2025-11,28
Assam,Baksa,2025-12,33
Assam,Baksa,NaT,558
Assam,Barpeta,2025-01,6221
Assam,Barpeta,2025-02,297
Assam,Barpeta,2025-03,182
Assam,Barpeta,2025-04,221
Assam,Barpeta,2025-05,179
Assam,Barpeta,2025-06,207
Assam,Barpeta,2025-07,17
Assam,Barpeta,2025-08,254
Assam,Barpeta,2025-09,213
Assam,Barpeta,2025-10,165
Assam,Barpeta,2025-11,162
Assam,Barpeta,2025-12,145
Assam,Barpeta,NaT,2624
Assam,Biswanath,2025-01,290
Assam,Biswanath,2025-02,24
Assam,Biswanath,2025-03,11
Assam,Biswanath,2025-04,23
Assam,Biswanath,2025-05,8
Assam,Biswanath,2025-06,25
Assam,Biswanath,2025-07,9
Assam,Biswanath,2025-08,22
Assam,Biswanath,2025-09,33
Assam,Biswanath,2025-10,21
Assam,Biswanath,2025-11,10
Assam,Biswanath,2025-12,23
Assam,Biswanath,NaT,225
Assam,Bongaigaon,2025-01,958
Assam,Bongaigaon,2025-02,84
Assam,Bongaigaon,2025-03,33
Assam,Bongaigaon,2025-04,35
Assam,Bongaigaon,2025-05,44
Assam,Bongaigaon,2025-06,31
Assam,Bongaigaon,2025-07,15
Assam,Bongaigaon,2025-08,54
Assam,Bongaigaon,2025-09,39
Assam,Bongaigaon,2025-10,39
Assam,Bongaigaon,2025-11,67
Assam,Bongaigaon,2025-12,44
Assam,Bongaigaon,NaT,702
Assam,Cachar,2025-01,9457
Assam,Cachar,2025-02,238
Assam,Cachar,2025-03,231
Assam,Cachar,2025-04,157
Assam,Cachar,2025-05,100
Assam,Cachar,2025-06,166
Assam,Cachar,2025-07,42
Assam,Cachar,2025-08,218
Assam,Cachar,2025-09,208
Assam,Cachar,2025-10,186
Assam,Cachar,2025-11,149
Assam,Cachar,2025-12,121
Assam,Cachar,NaT,2611
Assam,Charaideo,2025-01,383
Assam,Charaideo,2025-02,16
Assam,Charaideo,2025-03,17
Assam,Charaideo,2025-04,16
Assam,Charaideo,2025-05,12
Assam,Charaideo,2025-06,10
Assam,Charaideo,2025-07,14
Assam,Charaideo,2025-08,17
Assam,Charaideo,2025-09,16
Assam,Charaideo,2025-10,15
Assam,Charaideo,2025-11,12
Assam,Charaideo,2025-12,10
Assam,Charaideo,NaT,227
Assam,Chirang,2025-01,1907
Assam,Chirang,2025-02,34
Assam,Chirang,2025-03,28
Assam,Chirang,2025-04,34
Assam,Chirang,2025-05,33
Assam,Chirang,2025-06,27
Assam,Chirang,2025-07,3
Assam,Chirang,2025-08,25
Assam,Chirang,2025-09,32
Assam,Chirang,2025-10,33
Assam,Chirang,2025-11,35
Assam,Chirang,2025-12,32
Assam,Chirang,NaT,362
Assam,Darrang,2025-01,2195
Assam,Darrang,2025-02,161
Assam,Darrang,2025-03,89
Assam,Darrang,2025-04,76
Assam,Darrang,2025-05,35
Assam,Darrang,2025-06,108
Assam,Darrang,2025-07,11
Assam,Darrang,2025-08,112
Assam,Darrang,2025-09,93
Assam,Darrang,2025-10,107
Assam,Darrang,2025-11,75
Assam,Darrang,2025-12,87
Assam,Darrang,NaT,1443
Assam,Dhemaji,2025-01,3953
Assam,Dhemaji,2025-02,60
Assam,Dhemaji,2025-03,38
Assam,Dhemaji,2025-04,56
Assam,Dhemaji,2025-05,41
Assam,Dhemaji,2025-06,65
Assam,Dhemaji,2025-07,10
Assam,Dhemaji,2025-08,52
Assam,Dhemaji,2025-09,40
Assam,Dhemaji,2025-10,52
Assam,Dhemaji,2025-11,60
Assam,Dhemaji,2025-12,50
Assam,Dhemaji,NaT,880
Assam,Dhubri,2025-01,3662
Assam,Dhubri,2025-02,289
Assam,Dhubri,2025-03,163
Assam,Dhubri,2025-04,181
Assam,Dhubri,2025-05,208
Assam,Dhubri,2025-06,184
Assam,Dhubri,2025-07,15
Assam,Dhubri,2025-08,240
Assam,Dhubri,2025-09,235
Assam,Dhubri,2025-10,203
Assam,Dhubri,2025-11,142
Assam,Dhubri,2025-12,132
Assam,Dhubri,NaT,3234
Assam,Dibrugarh,2025-01,4139
Assam,Dibrugarh,2025-02,76
Assam,Dibrugarh,2025-03,61
Assam,Dibrugarh,2025-04,78
Assam,Dibrugarh,2025-05,31
Assam,Dibrugarh,2025-06,53
Assam,Dibrugarh,2025-07,7
Assam,Dibrugarh,2025-08,94
Assam,Dibrugarh,2025-09,77
Assam,Dibrugarh,2025-10,73
Assam,Dibrugarh,2025-11,60
Assam,Dibrugarh,2025-12,61
Assam,Dibrugarh,NaT,736
Assam,Dima Hasao,2025-01,219
Assam,Dima Hasao,2025-02,1
Assam,Dima Hasao,2025-03,1
Assam,Dima Hasao,2025-08,1
Assam,Dima Hasao,NaT,14
Assam,Goalpara,2025-01,5114
Assam,Goalpara,2025-02,158
Assam,Goalpara,2025-03,52
Assam,Goalpara,2025-04,158
Assam,Goalpara,2025-05,145
Assam,Goalpara,2025-06,118
Assam,Goalpara,2025-07,2
Assam,Goalpara,2025-08,170
Assam,Goalpara,2025-09,128
Assam,Goalpara,2025-10,123
Assam,Goalpara,2025-11,107
Assam,Goalpara,2025-12,45
Assam,Goalpara,NaT,1338
Assam,Golaghat,2025-01,7972
Assam,Golaghat,2025-02,162
Assam,Golaghat,2025-03,154
Assam,Golaghat,2025-04,104
Assam,Golaghat,2025-05,109
Assam,Golaghat,2025-06,80
Assam,Golaghat,2025-07,15
Assam,Golaghat,2025-08,82
Assam,Golaghat,2025-09,60
Assam,Golaghat,2025-10,58
Assam,Golaghat,2025-11,57
Assam,Golaghat,2025-12,61
Assam,Golaghat,NaT,744
Assam,Hailakandi,2025-01,1610
Assam,Hailakandi,2025-02,127
Assam,Hailakandi,2025-03,52
Assam,Hailakandi,2025-04,108
Assam,Hailakandi,2025-05,80
Assam,Hailakandi,2025-06,114
Assam,Hailakandi,2025-07,7
Assam,Hailakandi,2025-08,110
Assam,Hailakandi,2025-09,99
Assam,Hailakandi,2025-10,80
Assam,Hailakandi,2025-11,86
Assam,Hailakandi,2025-12,22
Assam,Hailakandi,NaT,1299
Assam,Hojai,2025-01,3674
Assam,Hojai,2025-02,63
Assam,Hojai,2025-03,116
Assam,Hojai,2025-04,61
Assam,Hojai,2025-05,103
Assam,Hojai,2025-06,77
Assam,Hojai,2025-07,15
Assam,Hojai,2025-08,93
Assam,Hojai,2025-09,78
Assam,Hojai,2025-10,87
Assam,Hojai,2025-11,64
Assam,Hojai,2025-12,33
Assam,Hojai,NaT,1118
Assam,Jorhat,2025-01,2047
Assam,Jorhat,2025-02,38
Assam,Jorhat,2025-03,33
Assam,Jorhat,2025-04,50
Assam,Jorhat,2025-05,14
Assam,Jorhat,2025-06,36
Assam,Jorhat,2025-07,16
Assam,Jorhat,2025-08,73
Assam,Jorhat,2025-09,34
Assam,Jorhat,2025-10,52
Assam,Jorhat,2025-11,61
Assam,Jorhat,2025-12,51
Assam,Jorhat,NaT,769
Assam,Kamrup,2025-01,7205
Assam,Kamrup,2025-02,201
Assam,Kamrup,2025-03,128
Assam,Kamrup,2025-04,150
Assam,Kamrup,2025-05,103
Assam,Kamrup,2025-06,149
Assam,Kamrup,2025-07,34
Assam,Kamrup,2025-08,188
Assam,Kamrup,2025-09,152
Assam,Kamrup,2025-10,132
Assam,Kamrup,2025-11,116
Assam,Kamrup,2025-12,96
Assam,Kamrup,NaT,1926
Assam,Kamrup Metro,2025-01,1817
Assam,Kamrup Metro,2025-02,105
Assam,Kamrup Metro,2025-03,102
Assam,Kamrup Metro,2025-04,47
Assam,Kamrup Metro,2025-05,59
Assam,Kamrup Metro,2025-06,105
Assam,Kamrup Metro,2025-07,42
Assam,Kamrup Metro,2025-08,57
Assam,Kamrup Metro,2025-09,58
Assam,Kamrup Metro,2025-10,60
Assam,Kamrup Metro,2025-11,55
Assam,Kamrup Metro,2025-12,59
Assam,Kamrup Metro,NaT,1065
Assam,Karbi Anglong,2025-01,4160
Assam,Karbi Anglong,2025-02,139
Assam,Karbi Anglong,2025-03,112
Assam,Karbi Anglong,2025-04,55
Assam,Karbi Anglong,2025-05,58
Assam,Karbi Anglong,2025-06,82
Assam,Karbi Anglong,2025-07,54
Assam,Karbi Anglong,2025-08,102
Assam,Karbi Anglong,2025-09,94
Assam,Karbi Anglong,2025-10,125
Assam,Karbi Anglong,2025-11,52
Assam,Karbi Anglong,2025-12,82
Assam,Karbi Anglong,NaT,1045
Assam,Karimganj,2025-01,5768
Assam,Karimganj,2025-02,181
Assam,Karimganj,2025-03,170
Assam,Karimganj,2025-04,250
Assam,Karimganj,2025-05,190
Assam,Karimganj,2025-06,166
Assam,Karimganj,2025-07,32
Assam,Karimganj,2025-08,250
Assam,Karimganj,2025-09,221
Assam,Karimganj,2025-10,283
Assam,Karimganj,2025-11,203
Assam,Karimganj,2025-12,91
Assam,Karimganj,NaT,2802
Assam,Kokrajhar,2025-01,2011
Assam,Kokrajhar,2025-02,59
Assam,Kokrajhar,2025-03,43
Assam,Kokrajhar,2025-04,42
Assam,Kokrajhar,2025-05,20
Assam,Kokrajhar,2025-06,30
Assam,Kokrajhar,2025-07,4
Assam,Kokrajhar,2025-08,57
Assam,Kokrajhar,2025-09,58
Assam,Kokrajhar,2025-10,33
Assam,Kokrajhar,2025-11,24
Assam,Kokrajhar,2025-12,37
Assam,Kokrajhar,NaT,993
Assam,Lakhimpur,2025-01,2936
Assam,Lakhimpur,2025-02,184
Assam,Lakhimpur,2025-03,84
Assam,Lakhimpur,2025-04,82
Assam,Lakhimpur,2025-05,68
Assam,Lakhimpur,2025-06,107
Assam,Lakhimpur,2025-07,22
Assam,Lakhimpur,2025-08,101
Assam,Lakhimpur,2025-09,140
Assam,Lakhimpur,2025-10,90
Assam,Lakhimpur,2025-11,87
Assam,Lakhimpur,2025-12,79
Assam,Lakhimpur,NaT,1278
Assam,Majuli,2025-01,232
Assam,Majuli,2025-02,14
Assam,Majuli,2025-03,8
Assam,Majuli,2025-04,15
Assam,Majuli,2025-05,5
Assam,Majuli,2025-06,8
Assam,Majuli,2025-08,20
Assam,Majuli,2025-09,8
Assam,Majuli,2025-10,18
Assam,Majuli,2025-11,10
Assam,Majuli,2025-12,2
Assam,Majuli,NaT,72
Assam,Marigaon,2025-01,4939
Assam,Marigaon,2025-02,134
Assam,Marigaon,2025-03,82
Assam,Marigaon,2025-04,97
Assam,Marigaon,2025-05,116
Assam,Marigaon,2025-06,113
Assam,Marigaon,2025-07,28
Assam,Marigaon,2025-08,162
Assam,Marigaon,2025-09,188
Assam,Marigaon,2025-10,120
Assam,Marigaon,2025-11,141
Assam,Marigaon,2025-12,27
Assam,Marigaon,NaT,2013
Assam,Nagaon,2025-01,3628
Assam,Nagaon,2025-02,267
Assam,Nagaon,2025-03,194
Assam,Nagaon,2025-04,235
Assam,Nagaon,2025-05,201
Assam,Nagaon,2025-06,243
Assam,Nagaon,2025-07,124
Assam,Nagaon,2025-08,329
Assam,Nagaon,2025-09,270
Assam,Nagaon,2025-10,291
Assam,Nagaon,2025-11,196
Assam,Nagaon,2025-12,137
Assam,Nagaon,NaT,2597
Assam,Nalbari,2025-01,502
Assam,Nalbari,2025-02,59
Assam,Nalbari,2025-03,90
Assam,Nalbari,2025-04,161
Assam,Nalbari,2025-05,129
Assam,Nalbari,2025-06,92
Assam,Nalbari,2025-07,20
Assam,Nalbari,2025-08,108
Assam,Nalbari,2025-09,64
Assam,Nalbari,2025-10,63
Assam,Nalbari,2025-11,65
Assam,Nalbari,2025-12,42
Assam,Nalbari,NaT,870
Assam,North Cachar Hills,2025-01,495
Assam,North Cachar Hills,2025-02,7
Assam,North Cachar Hills,2025-03,12
Assam,North Cachar Hills,2025-04,13
Assam,North Cachar Hills,2025-05,3
Assam,North Cachar Hills,2025-06,12
Assam,North Cachar Hills,2025-08,27
Assam,North Cachar Hills,2025-09,6
Assam,North Cachar Hills,2025-10,17
Assam,North Cachar Hills,2025-11,13
Assam,North Cachar Hills,2025-12,5
Assam,North Cachar Hills,NaT,165
Assam,Sibsagar,2025-01,824
Assam,Sibsagar,2025-02,24
Assam,Sibsagar,2025-03,39
Assam,Sibsagar,2025-04,40
Assam,Sibsagar,2025-05,23
Assam,Sibsagar,2025-06,26
Assam,Sibsagar,2025-07,21
Assam,Sibsagar,2025-08,37
Assam,Sibsagar,2025-09,35
Assam,Sibsagar,2025-10,44
Assam,Sibsagar,2025-11,27
Assam,Sibsagar,2025-12,14
Assam,Sibsagar,NaT,584
Assam,Sivasagar,2025-01,422
Assam,Sonitpur,2025-01,2145
Assam,Sonitpur,2025-02,201
Assam,Sonitpur,2025-03,160
Assam,Sonitpur,2025-04,110
Assam,Sonitpur,2025-05,96
Assam,Sonitpur,2025-06,127
Assam,Sonitpur,2025-07,49
Assam,Sonitpur,2025-08,154
Assam,Sonitpur,2025-09,134
Assam,Sonitpur,2025-10,136
Assam,Sonitpur,2025-11,119
Assam,Sonitpur,2025-12,90
Assam,Sonitpur,NaT,1672
Assam,South Salmara Mankachar,2025-01,328
Assam,South Salmara Mankachar,2025-02,17
Assam,South Salmara Mankachar,2025-03,13
Assam,South Salmara Mankachar,2025-04,24
Assam,South Salmara Mankachar,2025-05,17
Assam,South Salmara Mankachar,2025-06,30
Assam,South Salmara Mankachar,2025-08,27
Assam,South Salmara Mankachar,2025-09,32
Assam,South Salmara Mankachar,2025-10,24
Assam,South Salmara Mankachar,2025-11,17
Assam,South Salmara Mankachar,2025-12,23
Assam,South Salmara Mankachar,NaT,408
Assam,Sribhumi,2025-01,1
Assam,Sribhumi,2025-02,3
Assam,Sribhumi,2025-03,3
Assam,Sribhumi,2025-04,3
Assam,Sribhumi,2025-05,3
Assam,Sribhumi,2025-08,6
Assam,Sribhumi,2025-09,2
Assam,Sribhumi,2025-10,1
Assam,Sribhumi,2025-11,5
Assam,Sribhumi,2025-12,4
Assam,Sribhumi,NaT,34
Assam,Tamulpur District,2025-01,2
Assam,Tamulpur District,2025-02,3
Assam,Tamulpur District,2025-04,1
Assam,Tamulpur District,2025-05,1
Assam,Tamulpur District,2025-09,1
Assam,Tamulpur District,2025-11,1
Assam,Tamulpur District,NaT,15
Assam,Tinsukia,2025-01,4176
Assam,Tinsukia,2025-02,48
Assam,Tinsukia,2025-03,44
Assam,Tinsukia,2025-04,83
Assam,Tinsukia,2025-05,44
Assam,Tinsukia,2025-06,61
Assam,Tinsukia,2025-07,1
Assam,Tinsukia,2025-08,90
Assam,Tinsukia,2025-09,83
Assam,Tinsukia,2025-10,96
Assam,Tinsukia,2025-11,76
Assam,Tinsukia,2025-12,56
Assam,Tinsukia,NaT,1173
Assam,Udalguri,2025-01,1787
Assam,Udalguri,2025-02,62
Assam,Udalguri,2025-03,45
Assam,Udalguri,2025-04,57
Assam,Udalguri,2025-05,33
Assam,Udalguri,2025-06,36
Assam,Udalguri,2025-07,4
Assam,Udalguri,2025-08,68
Assam,Udalguri,2025-09,52
Assam,Udalguri,2025-10,53
Assam,Udalguri,2025-11,34
Assam,Udalguri,2025-12,56
Assam,Udalguri,NaT,757
Assam,West Karbi Anglong,2025-01,1438
Assam,West Karbi Anglong,2025-02,6
Assam,West Karbi Anglong,2025-03,18
Assam,West Karbi Anglong,2025-04,9
Assam,West Karbi Anglong,2025-05,6
Assam,West Karbi Anglong,2025-06,14
Assam,West Karbi Anglong,2025-07,1
Assam,West Karbi Anglong,2025-08,9
